"ID","DATE.OF.INTERVIEW","VIP.toilets","ECOSAN.toilets","Inside.waterflush.toilets","Outside.waterflush.toilets","Poor.flush.Inside","Poor.flush.Outside","Pit.Latrine","Disused.Buried","Total.number.of.toilets.0.","Enough.space.another.toilet","Where.do.you.dispose.your.solid.wastes.","Age.of.toilet..Years...Age","Interface.Layout","CONTAINMENT.SUBSTRUCTURE","Condition.of.the.components..Interface...Score.Condition","Condition.of.the.components..Substructure.Containment....Score.Condition","Record.the.observed.shape.of.the.substructure.containment.","Diameter","Length","Is.washing.hand.basin.present.","Any.overflow.flooding.","area.m3"
"134","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",0,"Squat hole (Dry toilet)","Pit latrine",2,1,"Rectagular",NA,1.37,"No","No",4.5
"135","2017-03-21",NA,NA,NA,NA,NA,NA,2,NA,2,TRUE,"Rubbish Pit",NA,"Squat hole (Dry toilet)","Pit latrine",2,2,"Rectagular",NA,379,"No","No",4.5
"136","2017-03-21",2,NA,1,3,NA,NA,0,NA,6,FALSE,"Bin which is collected CBEs",4,"Multiple choice","Septic Tank",4,4,"Rectagular",NA,308,"No","No",12.5
"137","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",39,"Squat hole (Dry toilet)","Pit latrine",2,2,"Rectagular",NA,2.5,"No","No",4.5
"138","2017-03-21",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is collected CBEs",8,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,2,"Rectagular",NA,NA,"No","No",12.5
"139","2017-03-21",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Bin which is self disposed",1,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,2.7,"Yes","No",12.5
"140","2017-03-21",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is collected CBEs",10,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.5,"No","No",4.5
"141","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Rubbish Pit",3,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,260,"No","No",4.5
"142","2017-03-21",NA,NA,NA,NA,NA,NA,2,NA,2,FALSE,"Rubbish Pit",1,"Multiple choice","Pit latrine",3,3,"Rectagular",NA,339,"No","No",4.5
"143","2017-03-21",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",4,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.65,"No","No",4.5
"144","2017-03-21",NA,NA,1,NA,NA,NA,1,NA,2,FALSE,"Rubbish Pit",10,"Urine Diversion Toilet","Septic Tank",3,3,"Rectagular",NA,370,"Yes","No",12.5
"145","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Rubbish Pit",7,"Multiple choice","Pit latrine",3,3,"Rectagular",NA,326,"No","No",4.5
"146","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",2,"Squat hole (Dry toilet)","Pit latrine",4,3,"Rectagular",NA,2.4,"No","No",4.5
"147","2017-03-21",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Rubbish Pit",NA,"Sit down toilet with pour (bucket) flushing system","Pit latrine",5,5,NA,NA,NA,"No","No",4.5
"148","2017-03-21",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",8,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.57,NA,"No",4.5
"149","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Rubbish Pit",NA,"Squat hole (Dry toilet)","Pit latrine",2,3,"Rectagular",NA,304,"No",NA,4.5
"150","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.82,"No","No",4.5
"151","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",10,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,240,"No","No",4.5
"152","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",17,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,400,"No","No",4.5
"153","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",4,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3.6,"No","No",4.5
"154","2017-03-21",NA,NA,NA,NA,1,NA,0,0,1,FALSE,"Bin which is collected CBEs",4,"Squat with pour (bucket) flushing system","Septic Tank",3,3,NA,NA,NA,"No","No",12.5
"155","2017-03-21",NA,NA,NA,NA,NA,NA,2,NA,2,FALSE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3.6,"No","No",4.5
"156","2017-03-28",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is collected CBEs",NA,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,310,"Yes","No",12.5
"157","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is self disposed",1,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,247,"No","No",4.5
"158","2017-03-21",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",3,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.5,"Yes","No",4.5
"159","2017-03-21",NA,NA,NA,NA,NA,NA,2,NA,2,FALSE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,212,"No","No",4.5
"160","2017-03-28",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Rubbish Pit",5,"Sit down toilet with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,299,"No","No",12.5
"161","2017-03-21",NA,NA,NA,NA,1,NA,0,NA,1,TRUE,"Bin which is collected CBEs",0,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,2.5,"No","No",12.5
"162","2017-03-21",NA,NA,NA,NA,NA,NA,2,NA,2,FALSE,"Other (please specify)",25,"Squat with pour (bucket) flushing system","Pit latrine",NA,3,"Rectagular",NA,5,"No","No",4.5
"163","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",0,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,192,"No","No",4.5
"164","2017-03-21",NA,NA,NA,NA,1,NA,0,1,2,FALSE,"Bin which is collected CBEs",4,"Squat hole (Dry toilet)","Septic Tank",3,3,"Circular",3.2,NA,"No","No",12.5
"165","2017-03-21",NA,NA,NA,NA,NA,NA,2,NA,2,FALSE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.2,"No","No",4.5
"166","2017-03-21",NA,NA,NA,NA,NA,NA,2,NA,2,TRUE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,170,"No","No",4.5
"167","2017-03-21",NA,NA,2,NA,NA,NA,0,NA,2,FALSE,"Bin which is collected CBEs",10,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,4,"Rectagular",NA,200,"Yes","No",12.5
"168","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Multiple Choices",0,"Sit down toilet with manual (hand) flushing system","Pit latrine",4,4,"Other (please specify)",NA,NA,"Yes","Yes",4.5
"169","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",3,NA,"Pit latrine",4,3,"Rectagular",NA,2.35,"No","No",4.5
"170","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",2,"Other","Pit latrine",4,4,NA,NA,NA,"No","Yes",4.5
"171","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",18,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.8,"No","No",4.5
"172","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",3,"Squat hole (Dry toilet)","Pit latrine",2,2,"Rectagular",NA,192,"No","Yes",4.5
"173","2017-03-21",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",1,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.5,"No","No",4.5
"174","2017-03-21",NA,NA,NA,NA,NA,NA,2,NA,2,TRUE,"Rubbish Pit",3,"Squat with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,480,"No","No",12.5
"175","2017-03-21",NA,NA,1,NA,NA,NA,1,NA,2,FALSE,"Bin which is self disposed",15,"Squat hole (Dry toilet)","Pit latrine",2,4,"Rectagular",NA,290,"No",NA,4.5
"176","2017-03-21",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is self disposed",2,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Circular",224,NA,"No","No",12.5
"177","2017-03-21",NA,NA,1,NA,NA,NA,1,NA,2,FALSE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,180,"No","No",4.5
"178","2017-03-21",2,NA,NA,NA,NA,NA,0,NA,2,FALSE,"Bin which is collected CBEs",3,"Sit down toilet with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,2,"No","No",4.5
"179","2017-03-21",1,NA,NA,NA,NA,NA,0,NA,1,TRUE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.4,"No","No",4.5
"180","2017-03-21",NA,NA,NA,NA,NA,2,0,NA,2,TRUE,"Bin which is collected CBEs",NA,"Other","Septic Tank",2,2,"Rectagular",NA,500,"No","No",12.5
"181","2017-03-21",NA,NA,NA,NA,1,NA,0,NA,1,TRUE,"Rubbish Pit",0,"Squat with pour (bucket) flushing system","Septic Tank",5,4,"Rectagular",NA,220,"No","No",12.5
"182","2017-03-21",NA,NA,NA,NA,1,NA,0,3,4,FALSE,"Rubbish Pit",4,"Squat with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,3.54,"No","No",12.5
"183","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.6,"Yes","No",4.5
"184","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",1,"Squat hole (Dry toilet)","Pit latrine",3,2,"Rectagular",NA,2.26,"No","No",4.5
"185","2017-03-21",NA,NA,NA,2,NA,NA,1,NA,3,FALSE,"Multiple Choices",15,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,3.3,"Yes","No",12.5
"186","2017-03-21",NA,NA,NA,NA,NA,2,0,NA,2,TRUE,"Rubbish Pit",NA,"Squat with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,280,"No","No",12.5
"187","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",NA,NA,"Pit latrine",4,NA,"Rectagular",NA,264,"No","No",4.5
"188","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",NA,"Squat with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,2.9,"Yes","No",12.5
"189","2017-03-21",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is collected CBEs",NA,"Sit down toilet with pour (bucket) flushing system","Septic Tank",2,2,"Rectagular",NA,180,"No","No",12.5
"190","2017-03-21",NA,NA,2,NA,NA,NA,0,NA,2,FALSE,"Bin which is collected CBEs",2,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,4,"Rectagular",NA,2.7,"Yes","No",12.5
"191","2017-03-21",NA,NA,NA,NA,NA,2,0,NA,2,TRUE,"Other (please specify)",2,"Squat with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,NA,"No","No",12.5
"192","2017-03-21",NA,NA,NA,NA,NA,2,0,NA,2,FALSE,"Bin which is collected CBEs",5,"Multiple choice","Septic Tank",4,4,"Rectagular",NA,250,"No","No",12.5
"193","2017-03-21",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is self disposed",5,"Squat with pour (bucket) flushing system","Septic Tank",3,4,"Rectagular",NA,2,"Yes","No",12.5
"194","2017-03-21",NA,NA,2,NA,NA,2,0,NA,4,FALSE,"Bin which is collected CBEs",5,"Sit down toilet with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,2.8,"No","No",12.5
"195","2017-03-21",NA,NA,NA,NA,1,NA,0,1,2,FALSE,"Bin which is collected CBEs",NA,"Squat with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,1.92,"No","No",4.5
"196","2017-03-21",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is collected CBEs",8,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.37,"No","No",4.5
"197","2017-03-21",NA,NA,NA,NA,NA,NA,2,NA,2,FALSE,"Bin which is collected CBEs",6,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,240,"No","No",4.5
"198","2017-03-20",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is self disposed",2,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3.14,"No","Yes",4.5
"199","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",2,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,147,"No","No",4.5
"200","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",9,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,284,"No","No",4.5
"201","2017-03-21",NA,NA,NA,1,NA,NA,1,NA,2,TRUE,"Other (please specify)",3,"Multiple choice","Pit latrine",3,3,"Rectagular",NA,251,"No","No",4.5
"202","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",6,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.7,"No","No",4.5
"203","2017-03-21",NA,NA,NA,NA,NA,1,0,NA,1,FALSE,"Rubbish Pit",6,"Squat with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,250,"No","No",12.5
"204","2017-03-21",NA,NA,NA,NA,NA,NA,2,NA,2,TRUE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.9,"No","No",4.5
"205","2017-03-21",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Bin which is self disposed",NA,"Sit down toilet with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,2.07,"No","No",12.5
"206","2017-03-21",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is collected CBEs",3,"Squat hole (Dry toilet)","Pit latrine",3,4,"Rectagular",NA,3.64,"No","No",4.5
"207","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",2,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,316,"No","No",4.5
"208","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is self disposed",1,"Squat with pour (bucket) flushing system","Pit latrine",1,2,"Rectagular",NA,400,"No","No",4.5
"209","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)",NA,4,4,"Rectagular",NA,200,"No","No",0
"210","2017-03-21",NA,NA,NA,NA,NA,1,0,NA,1,FALSE,"Bin which is self disposed",12,"Squat with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,2.7,"Yes","No",4.5
"211","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Multiple Choices",2,"Squat hole (Dry toilet)","Pit latrine",2,2,"Rectagular",NA,225,"No","No",4.5
"212","2017-03-21",NA,NA,1,NA,NA,NA,0,NA,1,TRUE,"Bin which is self disposed",4,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,4,"Rectagular",NA,1.8,"Yes","No",12.5
"213",NA,NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",11,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,320,"No","No",4.5
"214","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,240,"No","No",4.5
"215","2017-03-21",NA,NA,NA,NA,NA,NA,1,0,1,FALSE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",2,2,"Rectagular",NA,NA,"No","No",4.5
"216","2017-03-21",NA,NA,NA,NA,1,NA,0,NA,1,TRUE,"Bin which is collected CBEs",9,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,4.5,"Yes","No",12.5
"217","2017-03-21",NA,NA,NA,NA,NA,1,1,NA,2,FALSE,"Bin which is self disposed",5,"Sit down toilet with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,360,"No","No",12.5
"218","2017-03-21",NA,NA,NA,NA,NA,NA,2,NA,2,TRUE,"Bin which is collected CBEs",4,"Sit down toilet with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,3,"No","No",4.5
"219","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Multiple Choices",NA,"Sit down toilet with pour (bucket) flushing system","Pit latrine",4,3,"Rectagular",NA,450,"No","No",4.5
"220","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,NA,2,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,230,"No","No",4.5
"221","2017-03-21",NA,NA,NA,NA,NA,NA,2,NA,2,TRUE,"Bin which is self disposed",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,256,"No","No",4.5
"222","2017-03-21",NA,NA,1,NA,NA,1,0,NA,2,FALSE,"Bin which is collected CBEs",20,"Multiple choice","Septic Tank",4,4,"Rectagular",NA,2.8,"Yes","No",12.5
"223","2017-03-21",NA,NA,NA,NA,NA,1,0,0,1,TRUE,"Bin which is collected CBEs",1,"Squat with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,3.39,"No","No",12.5
"224","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",NA,"Squat hole (Dry toilet)","Pit latrine",1,1,NA,NA,NA,"No","No",4.5
"225","2017-03-21",NA,NA,NA,NA,NA,2,0,NA,2,TRUE,"Bin which is collected CBEs",9,"Other","Septic Tank",3,3,"Rectagular",NA,350,"No","No",12.5
"226","2017-03-21",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is collected CBEs",1,"Squat hole (Dry toilet)","Septic Tank",3,4,"Rectagular",NA,280,"Yes","No",12.5
"227","2017-03-21",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is collected CBEs",6,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.64,"No","No",4.5
"228","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",1,"Multiple choice","Pit latrine",4,4,"Rectagular",NA,2.8,"No","No",4.5
"229","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",5,"Sit down toilet with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,280,"No",NA,4.5
"230","2017-03-21",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is self disposed",2,"Squat with pour (bucket) flushing system","Septic Tank",3,3,"Circular",280,NA,"No","No",12.5
"231","2017-03-21",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Rubbish Pit",2,"Sit down toilet with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,180,"Yes","No",12.5
"232","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",6,"Squat hole (Dry toilet)",NA,4,4,"Rectagular",NA,190,"No","No",0
"233","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Rubbish Pit",2,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2,"No","No",4.5
"234","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",3,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.6,"No","No",4.5
"235","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.5,"No","No",4.5
"236","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",13,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,290,"Yes","No",4.5
"237","2017-03-21",NA,NA,1,NA,NA,NA,0,NA,1,FALSE,"Bin which is collected CBEs",15,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,4,"Rectagular",NA,350,"No","No",12.5
"238","2017-03-21",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",1,"Squat hole (Dry toilet)","Pit latrine",4,3,"Rectagular",NA,3.5,"No","Yes",4.5
"239","2017-03-21",NA,NA,2,NA,NA,NA,0,NA,2,FALSE,"Bin which is collected CBEs",2,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,4,"Rectagular",NA,450,"Yes","No",12.5
"240","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",7,"Squat hole (Dry toilet)","Pit latrine",2,2,"Rectagular",NA,320,"No","No",4.5
"241","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",3,4,"Rectagular",NA,2.7,"No","No",4.5
"242","2017-03-21",NA,NA,NA,NA,1,NA,0,NA,1,TRUE,NA,1,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,220,"No","No",12.5
"243","2017-03-21",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",2,"Other","Pit latrine",4,4,"Rectagular",NA,128,"No","No",4.5
"244","2017-03-22",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",4,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.3,"No","No",4.5
"245","2017-03-22",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Rubbish Pit",NA,"Other","Septic Tank",3,4,"Rectagular",NA,245,"Yes","Yes",12.5
"246","2017-03-22",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",6,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,210,"No","No",4.5
"247","2017-03-22",NA,NA,NA,NA,NA,1,0,NA,1,FALSE,"SKIP",18,"Squat with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,1.2,"No","No",4.5
"248","2017-03-22",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",8,"Other","Pit latrine",4,4,"Rectagular",NA,160,"No","No",4.5
"249",NA,NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",4,"Squat hole (Dry toilet)","Pit latrine",4,3,"Rectagular",NA,252,"Yes","No",4.5
"250","2017-03-22",NA,NA,NA,NA,NA,1,0,1,2,FALSE,"Bin which is collected CBEs",1,"Other","Septic Tank",3,3,"Rectagular",NA,450,"Yes","Yes",12.5
"251","2017-03-22",NA,NA,NA,NA,NA,1,0,NA,1,FALSE,"Rubbish Pit",NA,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,357,"No","No",12.5
"252","2017-03-22",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is self disposed",1,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.2,"Yes","No",4.5
"253","2017-03-22",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,345,"No","No",4.5
"254","2017-03-22",3,NA,NA,NA,NA,NA,0,NA,3,FALSE,"Bin which is collected CBEs",NA,"Sit down toilet with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,1.4,"Yes","No",4.5
"255","2017-03-22",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",7,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2,"No",NA,4.5
"256","2017-03-22",NA,NA,1,NA,NA,NA,2,1,4,TRUE,"Rubbish Pit",2,"Sit down toilet with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,2.34,"No","No",12.5
"257","2017-03-22",NA,NA,NA,NA,NA,NA,3,NA,3,TRUE,"Bin which is collected CBEs",9,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,212,NA,"No",4.5
"258","2017-03-22",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",0,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,330,"No","Yes",4.5
"259","2017-03-22",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is self disposed",8,"Squat with pour (bucket) flushing system","Pit latrine",4,4,"Rectagular",NA,237,"No","No",4.5
"260","2017-03-22",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",18,"Squat hole (Dry toilet)","Pit latrine",2,2,"Rectagular",NA,168,"No","No",4.5
"261","2017-03-22",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,225,"No","Yes",4.5
"262","2017-03-22",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is self disposed",9,"Squat with pour (bucket) flushing system","Septic Tank",4,3,"Rectagular",NA,2.3,"Yes","No",12.5
"263","2017-03-22",NA,1,NA,NA,NA,NA,0,NA,1,TRUE,"Rubbish Pit",10,"Urine Diversion Toilet","Urine diversion toilet",4,3,"Rectagular",NA,151,"Yes","No",0
"264",NA,NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",2,NA,"Pit latrine",3,3,"Rectagular",NA,250,"No","No",4.5
"265","2017-03-22",NA,NA,4,NA,NA,NA,0,NA,4,FALSE,"Bin which is collected CBEs",5,"Sit down toilet with manual (hand) flushing system","Septic Tank",3,3,"Rectagular",NA,2.4,"No","No",12.5
"266","2017-03-22",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Rubbish Pit",NA,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,2.47,"No","No",12.5
"267","2017-03-22",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is self disposed",10,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.78,"No","No",4.5
"268","2017-03-22",NA,NA,NA,NA,NA,NA,1,2,3,FALSE,"Rubbish Pit",2,"Squat hole (Dry toilet)",NA,4,4,"Rectagular",NA,370,"No","Yes",0
