"ID","Is.the.toilet.easily.accessible.to.the.following.people...Children","Is.the.toilet.easily.accessible.to.the.following.people...Persons.with.dissability","Is.the.toilet.easily.accessible.to.the.following.people...Women.at.night","Is.the.toilet.easily.accessible.to.the.following...Vacuum.Tanker","Is.the.toilet.easily.accessible.to.the.following...Light.Truck","Is.the.toilet.easily.accessible.to.the.following...Push.Cart"
"4505",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4506",TRUE,TRUE,TRUE,FALSE,NA,TRUE
"4507",NA,TRUE,TRUE,TRUE,TRUE,TRUE
"4508",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"4509",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4510",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"4511",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4512",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4513",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4514",TRUE,TRUE,TRUE,NA,NA,TRUE
"4515",TRUE,NA,TRUE,NA,NA,TRUE
"4516",TRUE,NA,NA,TRUE,TRUE,TRUE
"4517",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4518",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4519",TRUE,TRUE,TRUE,NA,NA,TRUE
"4520",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4521",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"4522",TRUE,TRUE,TRUE,NA,NA,TRUE
"4523",TRUE,NA,NA,NA,NA,TRUE
"4524",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4525",TRUE,NA,NA,TRUE,TRUE,TRUE
"4526",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4527",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4528",NA,NA,NA,TRUE,TRUE,TRUE
"4529",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4530",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4531",TRUE,NA,FALSE,NA,NA,TRUE
"4532",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4533",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4534",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4535",TRUE,TRUE,TRUE,NA,NA,TRUE
"4536",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"4537",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4538",NA,NA,NA,TRUE,TRUE,TRUE
"4539",TRUE,TRUE,TRUE,NA,NA,TRUE
"4540",FALSE,NA,NA,NA,NA,TRUE
"4541",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4542",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4543",TRUE,NA,TRUE,NA,FALSE,TRUE
"4544",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4545",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4546",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4547",NA,NA,NA,TRUE,TRUE,TRUE
"4548",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4549",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4550",TRUE,FALSE,TRUE,NA,NA,TRUE
"4551",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4552",TRUE,NA,NA,TRUE,TRUE,TRUE
"4553",TRUE,TRUE,TRUE,NA,NA,TRUE
"4554",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4555",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4556",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4557",TRUE,NA,NA,TRUE,TRUE,TRUE
"4558",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4559",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4560",TRUE,NA,TRUE,NA,NA,TRUE
"4561",TRUE,TRUE,TRUE,NA,NA,TRUE
"4562",TRUE,TRUE,TRUE,NA,NA,TRUE
"4563",TRUE,TRUE,TRUE,NA,NA,TRUE
"4564",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4565",NA,NA,NA,TRUE,TRUE,TRUE
"4566",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4567",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4568",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4569",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4570",TRUE,TRUE,TRUE,NA,NA,TRUE
"4571",NA,TRUE,TRUE,TRUE,TRUE,TRUE
"4572",TRUE,TRUE,TRUE,NA,NA,TRUE
"4573",TRUE,NA,NA,NA,NA,TRUE
"4574",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4575",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4576",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4577",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4578",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4579",TRUE,NA,TRUE,NA,TRUE,TRUE
"4580",NA,NA,TRUE,NA,TRUE,TRUE
"4581",NA,TRUE,TRUE,TRUE,TRUE,TRUE
"4582",TRUE,NA,NA,TRUE,TRUE,TRUE
"4583",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4584",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4585",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4586",NA,NA,NA,NA,NA,TRUE
"4587",TRUE,TRUE,TRUE,NA,NA,TRUE
"4588",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4589",NA,NA,NA,TRUE,TRUE,TRUE
"4590",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4591",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4592",NA,NA,TRUE,TRUE,TRUE,TRUE
"4593",TRUE,TRUE,TRUE,NA,NA,TRUE
"4594",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4595",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4596",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4597",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4598",TRUE,TRUE,TRUE,NA,NA,TRUE
"4599",NA,NA,NA,TRUE,TRUE,TRUE
"4600",TRUE,TRUE,TRUE,NA,NA,TRUE
"4601",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4602",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4603",NA,TRUE,TRUE,TRUE,TRUE,TRUE
"4604",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4605",TRUE,TRUE,TRUE,NA,NA,TRUE
"4606",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4607",TRUE,NA,NA,TRUE,TRUE,TRUE
"4608",TRUE,NA,NA,NA,TRUE,TRUE
"4609",NA,TRUE,TRUE,TRUE,TRUE,TRUE
"4610",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4611",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4612",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4613",TRUE,NA,NA,TRUE,TRUE,TRUE
"4614",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4615",TRUE,NA,NA,TRUE,TRUE,TRUE
"4616",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4617",TRUE,TRUE,TRUE,NA,NA,TRUE
"4618",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4619",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"4620",TRUE,TRUE,TRUE,NA,NA,TRUE
"4621",NA,TRUE,TRUE,TRUE,TRUE,TRUE
"4622",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4623",TRUE,TRUE,TRUE,NA,NA,TRUE
"4624",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4625",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"4626",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4627",TRUE,TRUE,TRUE,NA,NA,TRUE
"4628",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4629",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4630",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4631",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4632",TRUE,TRUE,TRUE,NA,NA,TRUE
"4633",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4634",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4635",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4636",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4637",TRUE,TRUE,TRUE,NA,NA,TRUE
"4638",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4639",TRUE,TRUE,TRUE,NA,NA,TRUE
"4640",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4641",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4642",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4643",TRUE,TRUE,TRUE,NA,NA,TRUE
"4644",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4645",TRUE,TRUE,TRUE,NA,NA,TRUE
"4646",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4647",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"4648",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4649",TRUE,TRUE,TRUE,NA,NA,TRUE
"4650",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4651",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"4652",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4653",NA,NA,NA,NA,TRUE,TRUE
"4654",TRUE,TRUE,TRUE,NA,NA,TRUE
"4655",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4656",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4657",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4658",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4659",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4660",NA,NA,NA,NA,TRUE,TRUE
"4661",TRUE,TRUE,TRUE,NA,NA,TRUE
"4662",TRUE,TRUE,TRUE,NA,NA,TRUE
"4663",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4664",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4665",NA,NA,NA,NA,TRUE,TRUE
"4666",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4667",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4668",TRUE,NA,NA,TRUE,TRUE,TRUE
"4669",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4670",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4671",NA,NA,NA,NA,TRUE,TRUE
"4672",TRUE,TRUE,TRUE,NA,NA,TRUE
"4673",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4674",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4675",TRUE,NA,NA,TRUE,TRUE,TRUE
"4676",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4677",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"4678",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4679",TRUE,FALSE,NA,TRUE,TRUE,TRUE
"4680",TRUE,NA,TRUE,NA,NA,TRUE
"4681",TRUE,NA,TRUE,NA,NA,NA
"4682",TRUE,NA,NA,TRUE,TRUE,TRUE
"4683",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4684",TRUE,TRUE,TRUE,NA,NA,TRUE
"4685",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"4686",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4687",TRUE,NA,NA,TRUE,TRUE,TRUE
"4688",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4689",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4690",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4691",TRUE,NA,NA,TRUE,TRUE,TRUE
"4692",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4693",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4694",TRUE,NA,TRUE,NA,TRUE,TRUE
"4695",TRUE,TRUE,TRUE,NA,NA,TRUE
"4696",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4697",TRUE,NA,NA,TRUE,TRUE,TRUE
"4698",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4699",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4700",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4701",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"4702",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"4703",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4704",TRUE,TRUE,TRUE,TRUE,TRUE,NA
"4705",NA,NA,NA,NA,TRUE,TRUE
"4706",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4707",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"4708",TRUE,NA,NA,TRUE,TRUE,TRUE
"4709",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"4710",TRUE,NA,NA,NA,NA,TRUE
"4711",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4712",TRUE,NA,TRUE,NA,NA,NA
"4713",TRUE,NA,NA,TRUE,TRUE,TRUE
"4714",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4715",NA,NA,TRUE,NA,TRUE,TRUE
"4716",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4717",TRUE,TRUE,TRUE,NA,NA,TRUE
"4718",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"4719",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"4720",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4721",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4722",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4723",TRUE,NA,NA,TRUE,TRUE,TRUE
"4724",TRUE,NA,FALSE,NA,NA,NA
"4725",TRUE,TRUE,TRUE,NA,NA,TRUE
"4726",NA,NA,NA,TRUE,TRUE,TRUE
"4727",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4728",TRUE,NA,TRUE,NA,NA,TRUE
"4729",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4730",TRUE,NA,NA,TRUE,TRUE,TRUE
"4731",NA,NA,NA,TRUE,TRUE,TRUE
"4732",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4733",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4734",TRUE,NA,NA,TRUE,TRUE,TRUE
"4735",TRUE,NA,TRUE,NA,NA,NA
"4736",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4737",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4738",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4739",TRUE,TRUE,TRUE,NA,NA,TRUE
"4740",TRUE,TRUE,TRUE,FALSE,NA,TRUE
"4741",TRUE,NA,NA,TRUE,TRUE,FALSE
"4742",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4743",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4744",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4745",TRUE,NA,NA,NA,TRUE,TRUE
"4746",NA,NA,NA,TRUE,TRUE,TRUE
"4747",TRUE,TRUE,TRUE,FALSE,NA,TRUE
"4748",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4749",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4750",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4751",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4752",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"4753",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4754",NA,NA,NA,TRUE,TRUE,TRUE
"4755",TRUE,NA,NA,TRUE,TRUE,TRUE
"4756",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4757",TRUE,TRUE,TRUE,NA,NA,TRUE
"4758",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4759",TRUE,TRUE,TRUE,NA,NA,TRUE
"4760",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4761",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4762",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4763",TRUE,TRUE,TRUE,NA,NA,TRUE
"4764",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4765",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4766",TRUE,NA,TRUE,NA,TRUE,TRUE
"4767",TRUE,NA,NA,TRUE,TRUE,TRUE
"4768",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4769",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4770",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4771",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4772",TRUE,NA,NA,TRUE,TRUE,TRUE
"4773",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"4774",NA,NA,NA,NA,TRUE,TRUE
"4775",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4776",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4777",NA,NA,TRUE,NA,TRUE,TRUE
"4778",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4779",NA,NA,NA,NA,TRUE,TRUE
"4780",NA,NA,NA,NA,TRUE,TRUE
"4781",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4782",TRUE,NA,NA,TRUE,TRUE,TRUE
"4783",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4784",TRUE,NA,TRUE,NA,NA,NA
"4785",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"4786",TRUE,NA,NA,TRUE,TRUE,TRUE
"4787",TRUE,TRUE,TRUE,NA,NA,TRUE
"4788",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4789",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4790",TRUE,TRUE,TRUE,NA,NA,TRUE
"4791",TRUE,NA,NA,TRUE,TRUE,TRUE
"4792",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"4793",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4794",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4795",TRUE,TRUE,TRUE,NA,NA,TRUE
"4796",TRUE,NA,NA,TRUE,TRUE,TRUE
"4797",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4798",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"4799",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4800",TRUE,TRUE,TRUE,NA,NA,TRUE
"4801",NA,NA,NA,TRUE,TRUE,TRUE
"4802",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4803",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4804",TRUE,TRUE,TRUE,NA,NA,TRUE
"4805",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4806",TRUE,TRUE,TRUE,NA,NA,TRUE
"4807",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4808",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4809",FALSE,NA,TRUE,NA,TRUE,TRUE
"4810",NA,NA,NA,TRUE,TRUE,TRUE
"4811",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4812",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4813",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4814",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4815",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4816",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4817",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4818",TRUE,NA,TRUE,FALSE,TRUE,TRUE
"4819",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4820",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4821",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4822",NA,NA,NA,NA,TRUE,TRUE
"4823",TRUE,NA,NA,TRUE,TRUE,TRUE
"4824",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4825",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4826",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4827",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4828",NA,TRUE,FALSE,TRUE,TRUE,TRUE
"4829",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4830",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4831",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4832",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4833",TRUE,NA,NA,TRUE,TRUE,TRUE
"4834",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4835",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4836",TRUE,NA,NA,TRUE,TRUE,TRUE
"4837",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"4838",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4839",NA,NA,NA,NA,NA,NA
"4840",NA,NA,NA,NA,TRUE,TRUE
"4841",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4842",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4843",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4844",NA,NA,FALSE,NA,TRUE,TRUE
"4845",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4846",TRUE,NA,NA,TRUE,TRUE,TRUE
"4847",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4848",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"4849",TRUE,NA,NA,FALSE,FALSE,TRUE
"4850",TRUE,FALSE,TRUE,NA,NA,TRUE
"4851",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"4852",TRUE,NA,NA,TRUE,TRUE,TRUE
"4853",NA,NA,NA,NA,TRUE,TRUE
"4854",TRUE,TRUE,TRUE,NA,NA,TRUE
"4855",TRUE,NA,NA,TRUE,TRUE,TRUE
"4856",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4857",TRUE,NA,TRUE,NA,TRUE,TRUE
"4858",TRUE,NA,NA,TRUE,TRUE,TRUE
"4859",TRUE,TRUE,TRUE,NA,NA,TRUE
"4860",TRUE,NA,NA,TRUE,TRUE,TRUE
"4861",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4862",NA,NA,NA,NA,TRUE,TRUE
"4863",TRUE,NA,TRUE,NA,NA,TRUE
"4864",TRUE,NA,TRUE,NA,TRUE,TRUE
"4865",TRUE,TRUE,TRUE,NA,NA,TRUE
"4866",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"4867",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4868",NA,NA,TRUE,NA,TRUE,TRUE
"4869",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4870",TRUE,NA,NA,TRUE,TRUE,TRUE
"4871",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4872",NA,NA,NA,NA,TRUE,TRUE
"4873",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4874",TRUE,NA,NA,TRUE,TRUE,TRUE
"4875",TRUE,NA,NA,TRUE,TRUE,TRUE
"4876",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4877",TRUE,NA,NA,TRUE,TRUE,TRUE
"4878",NA,NA,NA,NA,TRUE,TRUE
"4879",TRUE,NA,TRUE,NA,TRUE,TRUE
"4880",TRUE,NA,NA,TRUE,TRUE,TRUE
"4881",TRUE,TRUE,TRUE,NA,NA,TRUE
"4882",NA,NA,TRUE,NA,TRUE,TRUE
"4883",TRUE,NA,NA,TRUE,TRUE,TRUE
"4884",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4885",TRUE,TRUE,TRUE,NA,NA,TRUE
"4886",NA,NA,NA,NA,TRUE,TRUE
"4887",TRUE,NA,NA,FALSE,FALSE,TRUE
"4888",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"4889",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4890",TRUE,TRUE,TRUE,NA,NA,TRUE
"4891",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"4892",NA,NA,NA,TRUE,TRUE,TRUE
"4893",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4894",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"4895",NA,NA,NA,NA,TRUE,TRUE
"4896",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"4897",TRUE,TRUE,TRUE,NA,NA,TRUE
"4898",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4899",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4900",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4901",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4902",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4903",TRUE,TRUE,TRUE,FALSE,NA,TRUE
"4904",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4905",TRUE,TRUE,FALSE,NA,NA,TRUE
"4906",TRUE,TRUE,TRUE,NA,NA,TRUE
"4907",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4908",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4909",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4910",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4911",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4912",NA,NA,TRUE,NA,TRUE,TRUE
"4913",TRUE,NA,NA,NA,TRUE,TRUE
"4914",NA,NA,NA,NA,TRUE,TRUE
"4915",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4916",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4917",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4918",NA,NA,NA,NA,TRUE,TRUE
"4919",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"4920",NA,NA,NA,NA,TRUE,TRUE
"4921",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4922",NA,NA,NA,NA,TRUE,TRUE
"4923",NA,NA,NA,NA,FALSE,TRUE
"4924",TRUE,TRUE,TRUE,NA,NA,TRUE
"4925",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4926",NA,NA,NA,NA,NA,TRUE
"4927",TRUE,TRUE,TRUE,NA,NA,TRUE
"4928",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4929",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4930",NA,NA,NA,TRUE,TRUE,TRUE
"4931",NA,NA,NA,NA,NA,TRUE
"4932",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4933",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4934",NA,NA,NA,NA,NA,TRUE
"4935",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"4936",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4937",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4938",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4939",NA,NA,TRUE,NA,TRUE,TRUE
"4940",TRUE,TRUE,TRUE,NA,NA,TRUE
"4941",TRUE,NA,NA,FALSE,TRUE,TRUE
"4942",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4943",TRUE,TRUE,TRUE,FALSE,NA,TRUE
